mid,date,venue,bat_team,bowl_team,batsman,bowler,runs,wickets,overs,striker,non-striker,total
558,2016-05-28,Narendra Modi Stadium,Chennai Super Kings,Gujarat Titans,WP Saha,KC Sangakkara,42,0,7.5,1,0,126
558,2016-04-08,Narendra Modi Stadium,Chennai Super Kings,Gujarat Titans,AB de Villiers,DJ Bravo,45,0,7.8,1,0,126
558,2016-04-11,Narendra Modi Stadium,Chennai Super Kings,Gujarat Titans,NJ Maddinson,Harbhajan Singh,67,1,9.6,1,0,126
558,2016-04-14,Narendra Modi Stadium,Chennai Super Kings,Gujarat Titans,SR Watson,Z Khan,59,3,10.6,1,0,126
558,2016-05-17,Narendra Modi Stadium,Chennai Super Kings,Gujarat Titans,AT Rayudu,S Goswami,69,3,12.2,1,0,126
558,2016-04-14,Narendra Modi Stadium,Chennai Super Kings,Gujarat Titans,D Padikkal,YS Chahal,76,0,12.2,1,0,126
558,2016-04-09,Narendra Modi Stadium,Chennai Super Kings,Gujarat Titans,DA Warner,DJ Bravo,74,3,12.8,1,0,126
558,2016-05-12,Narendra Modi Stadium,Chennai Super Kings,Gujarat Titans,RG Sharma,S Goswami,90,4,13.3,1,0,126
558,2016-05-20,Narendra Modi Stadium,Chennai Super Kings,Gujarat Titans,S Dhawan,KC Sangakkara,79,1,13.7,0,1,126
558,2016-05-10,Narendra Modi Stadium,Chennai Super Kings,Gujarat Titans,BA Stokes,Harbhajan Singh,86,2,14.2,1,0,126
558,2016-05-27,Narendra Modi Stadium,Chennai Super Kings,Gujarat Titans,KL Rahul,P Kumar,103,2,14.3,1,0,126
558,2016-04-07,Narendra Modi Stadium,Chennai Super Kings,Gujarat Titans,S Dhawan,MM Patel,95,4,14.8,1,0,126
558,2016-04-22,Narendra Modi Stadium,Chennai Super Kings,Gujarat Titans,SV Samson,Harbhajan Singh,112,2,15.8,0,1,126
558,2016-04-29,Narendra Modi Stadium,Chennai Super Kings,Gujarat Titans,MS Dhoni,R Ashwin,109,7,15.8,1,0,126
558,2016-04-27,Narendra Modi Stadium,Chennai Super Kings,Gujarat Titans,PP Shaw,YS Chahal,93,2,16.0,0,1,126
558,2016-04-24,Narendra Modi Stadium,Chennai Super Kings,Gujarat Titans,NJ Maddinson,KC Sangakkara,91,0,16.1,1,0,126
558,2016-04-15,Narendra Modi Stadium,Chennai Super Kings,Gujarat Titans,HH Pandya,M Morkel,103,4,16.5,1,0,126
558,2016-05-04,Narendra Modi Stadium,Chennai Super Kings,Gujarat Titans,Devon Conway,YS Chahal,120,5,17.2,1,0,126
559,2016-04-28,Punjab Cricket Association Stadium,Rajasthan Royals,Lucknow Super Giants,KL Rahul,M Morkel,16,0,2.2,1,0,134
559,2016-04-17,Punjab Cricket Association Stadium,Rajasthan Royals,Lucknow Super Giants,PP Shaw,JJ Bumrah,25,2,4.1,0,1,134
559,2016-05-03,Punjab Cricket Association Stadium,Rajasthan Royals,Lucknow Super Giants,D Padikkal,M Morkel,30,0,4.2,0,1,134
559,2016-04-26,Punjab Cricket Association Stadium,Rajasthan Royals,Lucknow Super Giants,HH Pandya,Mohammed Shami,30,0,5.2,0,1,134
559,2016-05-15,Punjab Cricket Association Stadium,Rajasthan Royals,Lucknow Super Giants,NJ Maddinson,B Kumar,34,1,6.0,1,0,134
559,2016-04-28,Punjab Cricket Association Stadium,Rajasthan Royals,Lucknow Super Giants,Faf du Plessis,Imran Tahir,47,2,6.6,0,1,134
559,2016-05-15,Punjab Cricket Association Stadium,Rajasthan Royals,Lucknow Super Giants,JC Buttler,A Nehra,51,1,7.0,0,1,134
559,2016-05-15,Punjab Cricket Association Stadium,Rajasthan Royals,Lucknow Super Giants,RG Sharma,DJ Bravo,51,0,7.0,1,0,134
559,2016-05-27,Punjab Cricket Association Stadium,Rajasthan Royals,Lucknow Super Giants,KA Pollard,S Goswami,41,2,7.1,0,1,134
559,2016-05-05,Punjab Cricket Association Stadium,Rajasthan Royals,Lucknow Super Giants,M Vohra,KC Sangakkara,41,2,7.2,0,1,134
559,2016-05-27,Punjab Cricket Association Stadium,Rajasthan Royals,Lucknow Super Giants,AM Rahane,Z Khan,54,4,7.6,0,1,134
559,2016-04-01,Punjab Cricket Association Stadium,Rajasthan Royals,Lucknow Super Giants,KL Rahul,SP Narine,63,0,8.5,1,0,134
559,2016-05-12,Punjab Cricket Association Stadium,Rajasthan Royals,Lucknow Super Giants,SS Iyer,P Kumar,75,1,10.5,1,0,134
559,2016-05-25,Punjab Cricket Association Stadium,Rajasthan Royals,Lucknow Super Giants,DA Warner,Z Khan,70,3,10.5,1,0,134
559,2016-04-14,Punjab Cricket Association Stadium,Rajasthan Royals,Lucknow Super Giants,SR Watson,PP Chawla,70,3,11.0,1,0,134
559,2016-04-12,Punjab Cricket Association Stadium,Rajasthan Royals,Lucknow Super Giants,S Dhawan,SP Narine,69,2,11.1,0,1,134
559,2016-04-01,Punjab Cricket Association Stadium,Rajasthan Royals,Lucknow Super Giants,RR Pant,SL Malinga,77,2,11.4,0,1,134
559,2016-05-24,Punjab Cricket Association Stadium,Rajasthan Royals,Lucknow Super Giants,RG Sharma,Rashid Khan,85,1,12.1,1,0,134
559,2016-05-22,Punjab Cricket Association Stadium,Rajasthan Royals,Lucknow Super Giants,MS Dhoni,Mohammed Shami,87,4,12.6,1,0,134
559,2016-05-15,Punjab Cricket Association Stadium,Rajasthan Royals,Lucknow Super Giants,AT Rayudu,B Kumar,93,5,13.1,0,1,134
559,2016-04-17,Punjab Cricket Association Stadium,Rajasthan Royals,Lucknow Super Giants,JP Duminy,Mohammed Shami,96,5,14.7,0,1,134
559,2016-04-11,Punjab Cricket Association Stadium,Rajasthan Royals,Lucknow Super Giants,M Vohra,KC Sangakkara,108,3,15.3,1,0,134
559,2016-04-27,Punjab Cricket Association Stadium,Rajasthan Royals,Lucknow Super Giants,Devon Conway,A Zampa,108,4,15.6,1,0,134
559,2016-04-17,Punjab Cricket Association Stadium,Rajasthan Royals,Lucknow Super Giants,RG Sharma,KC Sangakkara,103,1,15.8,1,0,134
559,2016-04-04,Punjab Cricket Association Stadium,Rajasthan Royals,Lucknow Super Giants,JC Buttler,Harbhajan Singh,96,4,16.3,1,0,134
559,2016-04-27,Punjab Cricket Association Stadium,Rajasthan Royals,Lucknow Super Giants,SK Raina,SP Narine,97,1,16.5,1,0,134
559,2016-05-28,Punjab Cricket Association Stadium,Rajasthan Royals,Lucknow Super Giants,HH Pandya,JD Unadkat,107,3,16.7,0,1,134
559,2016-04-08,Punjab Cricket Association Stadium,Rajasthan Royals,Lucknow Super Giants,DA Warner,P Kumar,104,5,17.4,0,1,134
559,2016-04-29,Punjab Cricket Association Stadium,Rajasthan Royals,Lucknow Super Giants,DA Warner,Imran Tahir,133,3,19.2,0,1,134
560,2016-05-19,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,CH Gayle,S Goswami,25,1,3.4,1,0,141
560,2016-04-19,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,WP Saha,Mohammed Shami,38,1,5.6,0,1,141
560,2016-04-26,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,AM Rahane,SP Narine,44,3,5.8,1,0,141
560,2016-04-02,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,WP Saha,M Morkel,35,3,5.8,1,0,141
560,2016-05-20,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,D Padikkal,Harbhajan Singh,49,1,6.3,1,0,141
560,2016-04-20,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Devon Conway,Harbhajan Singh,73,1,9.2,0,1,141
560,2016-04-24,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,CH Gayle,Harbhajan Singh,60,0,9.2,1,0,141
560,2016-05-01,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,RG Sharma,B Kumar,65,3,10.1,1,0,141
560,2016-04-29,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,M Vohra,DJ Bravo,68,0,10.2,1,0,141
560,2016-04-15,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,S Dhawan,A Zampa,75,4,10.6,0,1,141
560,2016-05-11,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,BA Stokes,P Kumar,74,4,11.9,0,1,141
560,2016-05-04,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Devon Conway,Imran Tahir,90,3,12.4,0,1,141
560,2016-05-12,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,SV Samson,Imran Tahir,111,4,13.8,1,0,141
560,2016-04-23,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,MS Dhoni,A Zampa,111,3,15.8,0,1,141
560,2016-04-20,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,D Padikkal,DJ Bravo,131,4,17.5,0,1,141
560,2016-04-21,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,JM Bairstow,B Kumar,140,1,18.4,1,0,141
560,2016-04-04,Sawai Mansingh Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,BA Stokes,UT Yadav,134,2,19.8,0,1,141
561,2016-05-14,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,Mumbai Indians,SV Samson,Mohammed Shami,7,0,1.0,1,0,137
561,2016-04-29,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,Mumbai Indians,Q de Kock,Rashid Khan,10,1,1.4,0,1,137
561,2016-05-08,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,Mumbai Indians,BA Stokes,M Morkel,28,1,3.9,1,0,137
561,2016-05-17,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,Mumbai Indians,AM Rahane,SP Narine,32,0,5.1,0,1,137
561,2016-05-22,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,Mumbai Indians,KA Pollard,S Goswami,48,0,7.5,1,0,137
561,2016-05-14,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,Mumbai Indians,AT Rayudu,A Zampa,58,0,7.9,1,0,137
561,2016-05-28,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,Mumbai Indians,NJ Maddinson,A Zampa,62,2,8.2,0,1,137
561,2016-04-13,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,Mumbai Indians,SR Watson,P Kumar,57,0,9.2,1,0,137
561,2016-05-14,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,Mumbai Indians,FA du Plessis,YS Chahal,96,2,13.2,0,1,137
561,2016-04-21,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,Mumbai Indians,AM Rahane,M Morkel,79,2,13.6,1,0,137
561,2016-04-19,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,Mumbai Indians,KA Pollard,IS Sodhi,95,2,13.7,1,0,137
561,2016-04-10,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,Mumbai Indians,Q de Kock,Mohammed Shami,94,3,14.0,0,1,137
561,2016-05-11,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,Mumbai Indians,DA Warner,JD Unadkat,122,4,15.7,1,0,137
561,2016-04-04,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,Mumbai Indians,FA du Plessis,Imran Tahir,123,2,16.0,0,1,137
561,2016-05-06,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,Mumbai Indians,KL Rahul,R Ashwin,118,1,17.0,1,0,137
561,2016-04-09,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,Mumbai Indians,JP Duminy,JJ Bumrah,136,7,17.8,0,1,137
561,2016-04-05,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,Mumbai Indians,RR Pant,DJ Bravo,120,7,18.7,0,1,137
561,2016-05-03,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,Harbhajan Singh,136,3,18.7,1,0,137
561,2016-05-18,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,Mumbai Indians,AT Rayudu,P Kumar,136,5,19.4,1,0,137
562,2016-04-12,Eden Gardens,Mumbai Indians,Chennai Super Kings,JP Duminy,SP Narine,19,0,2.0,1,0,180
562,2016-05-13,Eden Gardens,Mumbai Indians,Chennai Super Kings,SK Raina,PP Chawla,26,2,3.0,0,1,180
562,2016-05-11,Eden Gardens,Mumbai Indians,Chennai Super Kings,RG Sharma,UT Yadav,30,1,3.2,0,1,180
562,2016-04-01,Eden Gardens,Mumbai Indians,Chennai Super Kings,MS Dhoni,JJ Bumrah,48,0,5.2,1,0,180
562,2016-05-07,Eden Gardens,Mumbai Indians,Chennai Super Kings,MS Dhoni,PP Chawla,51,0,5.5,0,1,180
562,2016-04-03,Eden Gardens,Mumbai Indians,Chennai Super Kings,AB de Villiers,YS Chahal,46,1,6.0,1,0,180
562,2016-05-23,Eden Gardens,Mumbai Indians,Chennai Super Kings,HH Pandya,T Boult,66,0,6.8,0,1,180
562,2016-05-22,Eden Gardens,Mumbai Indians,Chennai Super Kings,Q de Kock,UT Yadav,76,0,7.6,0,1,180
562,2016-04-19,Eden Gardens,Mumbai Indians,Chennai Super Kings,KA Pollard,Rashid Khan,70,0,8.2,0,1,180
562,2016-04-10,Eden Gardens,Mumbai Indians,Chennai Super Kings,KA Pollard,Rashid Khan,68,1,8.5,0,1,180
562,2016-04-25,Eden Gardens,Mumbai Indians,Chennai Super Kings,WP Saha,MM Patel,75,2,8.7,1,0,180
562,2016-04-02,Eden Gardens,Mumbai Indians,Chennai Super Kings,Faf du Plessis,Z Khan,112,1,11.5,1,0,180
562,2016-05-02,Eden Gardens,Mumbai Indians,Chennai Super Kings,SK Raina,JJ Bumrah,99,2,12.2,1,0,180
562,2016-05-26,Eden Gardens,Mumbai Indians,Chennai Super Kings,JC Buttler,IS Sodhi,102,1,12.5,0,1,180
562,2016-04-12,Eden Gardens,Mumbai Indians,Chennai Super Kings,V Kohli,MM Patel,117,3,13.2,1,0,180
562,2016-04-29,Eden Gardens,Mumbai Indians,Chennai Super Kings,PP Shaw,S Goswami,142,2,16.2,0,1,180
562,2016-05-07,Eden Gardens,Mumbai Indians,Chennai Super Kings,SK Raina,A Zampa,135,2,16.8,0,1,180
562,2016-05-17,Eden Gardens,Mumbai Indians,Chennai Super Kings,JC Buttler,DJ Bravo,157,2,17.1,0,1,180
562,2016-04-11,Eden Gardens,Mumbai Indians,Chennai Super Kings,SS Iyer,SL Malinga,154,5,17.1,1,0,180
562,2016-05-10,Eden Gardens,Mumbai Indians,Chennai Super Kings,CH Gayle,B Kumar,167,3,17.3,0,1,180
562,2016-05-16,Eden Gardens,Mumbai Indians,Chennai Super Kings,D Padikkal,S Goswami,159,2,18.7,1,0,180
562,2016-05-17,Eden Gardens,Mumbai Indians,Chennai Super Kings,BA Stokes,Rashid Khan,162,3,19.1,0,1,180
563,2016-05-15,Sawai Mansingh Stadium,Punjab Kings,Rajasthan Royals,V Kohli,PP Chawla,6,0,1.0,1,0,146
563,2016-05-16,Sawai Mansingh Stadium,Punjab Kings,Rajasthan Royals,HH Pandya,Z Khan,14,1,1.8,0,1,146
563,2016-04-13,Sawai Mansingh Stadium,Punjab Kings,Rajasthan Royals,SV Samson,Imran Tahir,29,1,3.9,1,0,146
563,2016-05-29,Sawai Mansingh Stadium,Punjab Kings,Rajasthan Royals,HH Pandya,R Ashwin,36,0,4.7,1,0,146
563,2016-04-07,Sawai Mansingh Stadium,Punjab Kings,Rajasthan Royals,WP Saha,Harbhajan Singh,29,2,4.7,1,0,146
563,2016-04-09,Sawai Mansingh Stadium,Punjab Kings,Rajasthan Royals,RR Pant,Harbhajan Singh,35,1,4.8,0,1,146
563,2016-04-04,Sawai Mansingh Stadium,Punjab Kings,Rajasthan Royals,PP Shaw,KC Sangakkara,46,0,5.7,0,1,146
563,2016-05-25,Sawai Mansingh Stadium,Punjab Kings,Rajasthan Royals,AM Rahane,A Nehra,41,0,6.2,0,1,146
563,2016-05-17,Sawai Mansingh Stadium,Punjab Kings,Rajasthan Royals,SK Raina,KC Sangakkara,44,1,6.3,0,1,146
563,2016-05-26,Sawai Mansingh Stadium,Punjab Kings,Rajasthan Royals,Q de Kock,SL Malinga,62,3,8.4,0,1,146
563,2016-05-07,Sawai Mansingh Stadium,Punjab Kings,Rajasthan Royals,SV Samson,T Boult,72,0,8.7,1,0,146
563,2016-05-10,Sawai Mansingh Stadium,Punjab Kings,Rajasthan Royals,PP Shaw,Harbhajan Singh,70,1,9.2,1,0,146
563,2016-05-12,Sawai Mansingh Stadium,Punjab Kings,Rajasthan Royals,AM Rahane,P Kumar,84,1,10.3,1,0,146
563,2016-04-13,Sawai Mansingh Stadium,Punjab Kings,Rajasthan Royals,AB de Villiers,Rashid Khan,75,2,10.9,1,0,146
563,2016-05-28,Sawai Mansingh Stadium,Punjab Kings,Rajasthan Royals,AT Rayudu,YS Chahal,88,2,14.2,0,1,146
563,2016-05-05,Sawai Mansingh Stadium,Punjab Kings,Rajasthan Royals,SS Iyer,S Goswami,97,2,14.4,0,1,146
563,2016-05-17,Sawai Mansingh Stadium,Punjab Kings,Rajasthan Royals,D Padikkal,M Morkel,118,5,17.3,1,0,146
563,2016-05-02,Sawai Mansingh Stadium,Punjab Kings,Rajasthan Royals,JP Duminy,YS Chahal,142,2,18.2,0,1,146
563,2016-04-16,Sawai Mansingh Stadium,Punjab Kings,Rajasthan Royals,HH Pandya,SL Malinga,144,4,19.0,1,0,146
563,2016-05-17,Sawai Mansingh Stadium,Punjab Kings,Rajasthan Royals,SV Samson,SP Narine,145,1,19.2,0,1,146
563,2016-04-18,Sawai Mansingh Stadium,Punjab Kings,Rajasthan Royals,FA du Plessis,PP Chawla,130,6,19.2,1,0,146
563,2016-04-15,Sawai Mansingh Stadium,Punjab Kings,Rajasthan Royals,AB de Villiers,Z Khan,136,6,19.4,0,1,146
564,2016-04-09,Dr. DY Patil Sports Academy,Mumbai Indians,Gujarat Titans,AM Rahane,JD Unadkat,8,0,1.2,1,0,166
564,2016-05-27,Dr. DY Patil Sports Academy,Mumbai Indians,Gujarat Titans,S Dhawan,Harbhajan Singh,9,1,1.3,1,0,166
564,2016-05-25,Dr. DY Patil Sports Academy,Mumbai Indians,Gujarat Titans,JP Duminy,MM Patel,11,0,1.4,1,0,166
564,2016-04-17,Dr. DY Patil Sports Academy,Mumbai Indians,Gujarat Titans,AB de Villiers,Imran Tahir,14,0,1.7,0,1,166
564,2016-04-29,Dr. DY Patil Sports Academy,Mumbai Indians,Gujarat Titans,M Vohra,S Goswami,17,1,2.4,0,1,166
564,2016-05-06,Dr. DY Patil Sports Academy,Mumbai Indians,Gujarat Titans,KA Pollard,Rashid Khan,25,0,2.8,0,1,166
564,2016-04-25,Dr. DY Patil Sports Academy,Mumbai Indians,Gujarat Titans,BA Stokes,A Zampa,26,1,2.8,0,1,166
564,2016-05-19,Dr. DY Patil Sports Academy,Mumbai Indians,Gujarat Titans,SS Iyer,K Rabada,25,1,3.3,1,0,166
564,2016-04-29,Dr. DY Patil Sports Academy,Mumbai Indians,Gujarat Titans,Devon Conway,SL Malinga,38,2,4.9,0,1,166
564,2016-04-18,Dr. DY Patil Sports Academy,Mumbai Indians,Gujarat Titans,JC Buttler,Harbhajan Singh,41,1,4.9,1,0,166
564,2016-05-02,Dr. DY Patil Sports Academy,Mumbai Indians,Gujarat Titans,RG Sharma,Imran Tahir,37,2,5.2,1,0,166
564,2016-05-04,Dr. DY Patil Sports Academy,Mumbai Indians,Gujarat Titans,FA du Plessis,PP Chawla,48,1,5.5,0,1,166
564,2016-05-11,Dr. DY Patil Sports Academy,Mumbai Indians,Gujarat Titans,AT Rayudu,PP Chawla,54,0,6.0,0,1,166
564,2016-05-22,Dr. DY Patil Sports Academy,Mumbai Indians,Gujarat Titans,DA Warner,JJ Bumrah,53,1,6.3,0,1,166
564,2016-04-08,Dr. DY Patil Sports Academy,Mumbai Indians,Gujarat Titans,SK Raina,Harbhajan Singh,80,3,8.8,0,1,166
564,2016-04-23,Dr. DY Patil Sports Academy,Mumbai Indians,Gujarat Titans,AT Rayudu,SP Narine,79,1,9.5,1,0,166
564,2016-04-15,Dr. DY Patil Sports Academy,Mumbai Indians,Gujarat Titans,CH Gayle,M Morkel,92,2,9.8,0,1,166
564,2016-04-12,Dr. DY Patil Sports Academy,Mumbai Indians,Gujarat Titans,WP Saha,S Goswami,104,1,11.3,1,0,166
564,2016-05-06,Dr. DY Patil Sports Academy,Mumbai Indians,Gujarat Titans,KL Rahul,Rashid Khan,117,4,13.8,1,0,166
564,2016-04-16,Dr. DY Patil Sports Academy,Mumbai Indians,Gujarat Titans,AT Rayudu,IS Sodhi,134,2,16.4,0,1,166
564,2016-05-06,Dr. DY Patil Sports Academy,Mumbai Indians,Gujarat Titans,AT Rayudu,Z Khan,135,5,16.8,0,1,166
564,2016-04-15,Dr. DY Patil Sports Academy,Mumbai Indians,Gujarat Titans,D Padikkal,UT Yadav,164,3,18.0,1,0,166
564,2016-05-14,Dr. DY Patil Sports Academy,Mumbai Indians,Gujarat Titans,V Kohli,JJ Bumrah,156,3,19.3,1,0,166
565,2016-04-27,Narendra Modi Stadium,Royal Challengers Bangalore,Punjab Kings,SV Samson,SL Malinga,8,1,1.3,0,1,115
565,2016-05-03,Narendra Modi Stadium,Royal Challengers Bangalore,Punjab Kings,PP Shaw,P Kumar,15,0,2.5,0,1,115
565,2016-04-29,Narendra Modi Stadium,Royal Challengers Bangalore,Punjab Kings,JM Bairstow,KC Sangakkara,25,2,5.2,0,1,115
565,2016-04-25,Narendra Modi Stadium,Royal Challengers Bangalore,Punjab Kings,RG Sharma,MM Patel,33,1,5.3,1,0,115
565,2016-05-16,Narendra Modi Stadium,Royal Challengers Bangalore,Punjab Kings,M Vohra,SP Narine,29,1,5.3,0,1,115
565,2016-05-15,Narendra Modi Stadium,Royal Challengers Bangalore,Punjab Kings,JC Buttler,K Rabada,31,3,6.4,1,0,115
565,2016-05-27,Narendra Modi Stadium,Royal Challengers Bangalore,Punjab Kings,SV Samson,A Zampa,47,2,7.4,0,1,115
565,2016-05-26,Narendra Modi Stadium,Royal Challengers Bangalore,Punjab Kings,AT Rayudu,JJ Bumrah,60,1,10.2,1,0,115
565,2016-04-19,Narendra Modi Stadium,Royal Challengers Bangalore,Punjab Kings,WP Saha,S Goswami,56,2,10.3,0,1,115
565,2016-04-27,Narendra Modi Stadium,Royal Challengers Bangalore,Punjab Kings,SV Samson,Rashid Khan,57,4,10.7,0,1,115
565,2016-04-05,Narendra Modi Stadium,Royal Challengers Bangalore,Punjab Kings,MS Dhoni,B Kumar,69,1,12.7,0,1,115
565,2016-04-19,Narendra Modi Stadium,Royal Challengers Bangalore,Punjab Kings,PP Shaw,Rashid Khan,81,1,15.0,1,0,115
565,2016-04-14,Narendra Modi Stadium,Royal Challengers Bangalore,Punjab Kings,CH Gayle,S Goswami,92,7,18.3,1,0,115
565,2016-04-28,Narendra Modi Stadium,Royal Challengers Bangalore,Punjab Kings,SR Watson,MM Patel,114,8,19.7,1,0,115
565,2016-04-10,Narendra Modi Stadium,Royal Challengers Bangalore,Punjab Kings,AM Rahane,S Goswami,101,0,19.8,0,1,115
566,2016-04-21,Brabourne Stadium,Kolkata Knight Riders,Rajasthan Royals,Faf du Plessis,K Rabada,8,0,1.2,1,0,152
566,2016-04-27,Brabourne Stadium,Kolkata Knight Riders,Rajasthan Royals,S Dhawan,P Kumar,11,0,1.7,0,1,152
566,2016-05-08,Brabourne Stadium,Kolkata Knight Riders,Rajasthan Royals,PP Shaw,K Rabada,16,0,2.4,0,1,152
566,2016-04-17,Brabourne Stadium,Kolkata Knight Riders,Rajasthan Royals,AM Rahane,A Zampa,18,2,2.5,0,1,152
566,2016-05-16,Brabourne Stadium,Kolkata Knight Riders,Rajasthan Royals,DA Warner,DJ Bravo,21,0,2.8,1,0,152
566,2016-04-02,Brabourne Stadium,Kolkata Knight Riders,Rajasthan Royals,SK Raina,JD Unadkat,39,0,4.7,0,1,152
566,2016-05-18,Brabourne Stadium,Kolkata Knight Riders,Rajasthan Royals,SS Iyer,B Kumar,37,1,4.9,0,1,152
566,2016-04-15,Brabourne Stadium,Kolkata Knight Riders,Rajasthan Royals,M Vohra,Mohammed Shami,43,2,5.5,1,0,152
566,2016-04-22,Brabourne Stadium,Kolkata Knight Riders,Rajasthan Royals,Devon Conway,PP Chawla,41,0,6.4,1,0,152
566,2016-05-08,Brabourne Stadium,Kolkata Knight Riders,Rajasthan Royals,SR Watson,UT Yadav,50,1,6.7,0,1,152
566,2016-04-18,Brabourne Stadium,Kolkata Knight Riders,Rajasthan Royals,AB de Villiers,P Kumar,58,1,7.6,1,0,152
566,2016-04-15,Brabourne Stadium,Kolkata Knight Riders,Rajasthan Royals,JM Bairstow,P Kumar,63,0,7.9,0,1,152
566,2016-05-28,Brabourne Stadium,Kolkata Knight Riders,Rajasthan Royals,WP Saha,PP Chawla,70,1,8.1,1,0,152
566,2016-05-01,Brabourne Stadium,Kolkata Knight Riders,Rajasthan Royals,S Dhawan,P Kumar,69,2,8.6,0,1,152
566,2016-05-02,Brabourne Stadium,Kolkata Knight Riders,Rajasthan Royals,KL Rahul,Imran Tahir,86,2,12.6,1,0,152
566,2016-05-02,Brabourne Stadium,Kolkata Knight Riders,Rajasthan Royals,JC Buttler,K Rabada,135,2,16.4,0,1,152
566,2016-04-03,Brabourne Stadium,Kolkata Knight Riders,Rajasthan Royals,MS Dhoni,JJ Bumrah,126,5,16.7,1,0,152
566,2016-05-24,Brabourne Stadium,Kolkata Knight Riders,Rajasthan Royals,MS Dhoni,Z Khan,125,5,17.1,1,0,152
566,2016-04-10,Brabourne Stadium,Kolkata Knight Riders,Rajasthan Royals,AT Rayudu,SL Malinga,119,4,17.4,0,1,152
566,2016-04-24,Brabourne Stadium,Kolkata Knight Riders,Rajasthan Royals,Q de Kock,DJ Bravo,142,3,17.5,1,0,152
566,2016-05-07,Brabourne Stadium,Kolkata Knight Riders,Rajasthan Royals,M Vohra,UT Yadav,128,3,18.2,0,1,152
566,2016-04-28,Brabourne Stadium,Kolkata Knight Riders,Rajasthan Royals,SK Raina,IS Sodhi,126,2,18.7,0,1,152
566,2016-05-04,Brabourne Stadium,Kolkata Knight Riders,Rajasthan Royals,FA du Plessis,PP Chawla,139,3,19.9,0,1,152
567,2016-04-25,Punjab Cricket Association Stadium,Mumbai Indians,Lucknow Super Giants,FA du Plessis,Rashid Khan,10,0,1.2,1,0,154
567,2016-04-21,Punjab Cricket Association Stadium,Mumbai Indians,Lucknow Super Giants,RG Sharma,Imran Tahir,14,1,1.7,1,0,154
567,2016-05-08,Punjab Cricket Association Stadium,Mumbai Indians,Lucknow Super Giants,JM Bairstow,MM Patel,23,0,3.3,0,1,154
567,2016-04-19,Punjab Cricket Association Stadium,Mumbai Indians,Lucknow Super Giants,DA Warner,Rashid Khan,30,0,3.7,1,0,154
567,2016-04-15,Punjab Cricket Association Stadium,Mumbai Indians,Lucknow Super Giants,SR Watson,YS Chahal,33,1,4.0,0,1,154
567,2016-04-15,Punjab Cricket Association Stadium,Mumbai Indians,Lucknow Super Giants,BA Stokes,UT Yadav,38,1,5.5,0,1,154
567,2016-04-23,Punjab Cricket Association Stadium,Mumbai Indians,Lucknow Super Giants,AT Rayudu,MM Patel,57,2,7.3,1,0,154
567,2016-05-27,Punjab Cricket Association Stadium,Mumbai Indians,Lucknow Super Giants,V Kohli,UT Yadav,61,2,8.2,0,1,154
567,2016-05-26,Punjab Cricket Association Stadium,Mumbai Indians,Lucknow Super Giants,Devon Conway,IS Sodhi,69,2,8.5,0,1,154
